meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
182.9777184,184.0730628,178.9768814,86.70544668,88.36639148,90.9724976,-0.703303287,-0.789840222,-0.643387395,-1.219076873,-1.115633864,-1.334380163,nike
215.8813975,217.1643216,221.9927655,77.83316324,76.4404022,69.17737877,-1.78150805,-1.826580112,-2.017509807,1.41849452,1.59493013,2.488738784,nike
201.636081,196.3860611,189.8192562,74.43225331,79.85387227,88.35349433,-1.482955884,-1.244038878,-1.101632434,0.687420773,-0.148069167,-0.626025129,nike
223.4038385,223.552276,227.4862085,55.90706831,53.87921421,43.36979023,-2.674301193,-2.525991671,-2.572129268,5.758792694,4.945604676,5.518537179,nike
223.9988042,222.5754544,226.9438776,46.31092149,51.32540153,44.63055723,-2.059191947,-2.236662215,-2.647419284,2.912529706,3.712068231,6.055442984,nike
58.30042251,56.7883251,55.31373565,72.86892541,72.0657621,70.98925127,1.216908786,1.253772628,1.310642812,0.231888686,0.318085018,0.489187581,nike
181.1100327,173.9525072,176.5730628,101.6904596,102.4436054,99.24679392,-0.819021939,-0.565269336,-0.576843661,-1.197903215,-1.577358122,-1.542561819,nike
107.6767777,124.8432119,90.86272321,64.68137294,37.97952117,52.68224761,1.301362786,1.822628098,1.743984988,-0.150967715,2.532468876,2.34401837,nike
217.0108219,217.1323143,217.4102958,67.19784613,67.03682746,66.66893681,-2.141555999,-2.146935961,-2.157300862,2.751748483,2.77944035,2.822410215,nike
213.1018814,222.2459742,221,79.28051045,67.32521485,66.69003543,-1.497899938,-1.836822867,-1.650005962,0.378645809,1.659309137,0.978166792,nike
212.454839,208.5305724,210.0941685,80.77516342,87.31734866,85.15486928,-1.582505452,-1.497134298,-1.519203693,0.750512467,0.382597076,0.446473488,nike
225.505401,225.5113799,225.2701889,55.14708391,55.13617504,55.60949933,-2.266473139,-2.266881628,-2.254590159,3.606385889,3.608571364,3.539505135,nike
231.9137436,230.8227838,232.2995057,34.15931601,38.04054929,33.54020354,-3.078462445,-3.203845277,-3.111456473,10.88040574,11.13260961,11.12468766,nike
206.8493901,207.1720743,207.3097098,65.74552993,65.67193328,65.52285617,-1.536411824,-1.531252796,-1.470806679,0.93576298,0.915927365,0.775058868,nike
235.7635523,228.3263313,207.2317044,54.9052514,57.89524495,88.57240223,-3.050014268,-2.471868417,-1.391507372,7.74824258,5.148244992,0.012133834,nike
217.8299187,206.7941247,210.3001435,62.03376138,82.22858605,77.22401251,-1.634465427,-1.52159115,-1.537680016,1.566027759,0.723009335,0.716584448,nike
162.888911,158.2256059,157.8618064,93.91551087,92.78785406,91.21700482,-0.27607934,-0.185999226,-0.121568179,-1.686664926,-1.675358041,-1.696528549,nike
226.1247011,225.6176658,226.6158123,55.14529755,56.19909781,54.41095549,-2.990553743,-2.908245341,-3.03579662,7.409408231,6.84151784,7.702263196,nike
178.7677575,172.5363919,177.1013034,85.24074979,89.19983968,87.32466764,-0.543981591,-0.426366231,-0.509231161,-1.457031325,-1.58823297,-1.469827899,nike
44.78376116,64.38129783,79.39682318,45.90802057,49.71996216,62.68548081,2.0628844,1.588647609,0.851960574,4.677413388,2.863581463,0.14405959,nike
134.5088289,128.3857621,128.9610172,109.3003683,109.1713581,107.9543897,-0.115770738,-0.007543696,0.009452563,-1.765650057,-1.772525408,-1.764414772,nike
213.0608658,212.847437,216.0141502,69.43533156,69.83644299,64.4134764,-1.794898266,-1.790360208,-1.937904426,1.394754873,1.373269053,2.097005592,nike
208.3104871,209.1322744,210.9266781,64.19510075,63.67807929,62.39156717,-1.941742782,-1.987929298,-2.051703003,2.015359452,2.176694725,2.410350901,nike
175.7487843,175.7487843,175.7487843,101.6880839,101.6880839,101.6880839,-0.645350954,-0.645350954,-0.645350954,-1.493542558,-1.493542558,-1.493542558,nike
196.100845,202.1234455,216.7458945,91.27157669,82.97823512,63.69101666,-0.971949945,-1.028925195,-1.377076365,-0.977154332,-0.804302219,0.450027513,nike
222.6273916,228.0557438,233.0173988,64.0516348,53.6921473,48.21888987,-2.04972162,-2.316896904,-2.991740906,2.85345013,4.7503319,8.918215176,nike
210.7338768,210.8037707,210.0061583,75.68252464,75.41142467,75.18453556,-1.386493921,-1.397092091,-1.39127887,0.205073032,0.261784596,0.327305813,nike
208.3459622,208.0720265,207.7245496,78.39560398,78.60369362,78.93879898,-1.729725362,-1.714857137,-1.692744322,1.089857062,1.039995528,0.956785096,nike
212.5929927,209.0550263,216.2767459,77.62336633,80.55423561,70.29612665,-1.539558453,-1.342372361,-1.480835953,0.591741686,-0.063649574,0.40393179,nike
112.0154656,88.32344149,91.04825016,71.97801734,83.78314765,81.33671199,0.85905036,1.023105106,1.000532803,-0.818029411,-0.797319836,-0.79404389,nike
140.5715681,109.0305126,109.1680285,79.63850897,65.47619583,68.86945072,-0.228743021,0.346193016,0.339669619,-1.427420677,-1.077352205,-1.371442883,nike
225.3396644,225.33807,225.7618184,69.78862722,69.9834099,69.80028174,-2.286258924,-2.289209128,-2.318728124,3.623329225,3.630392195,3.755658852,nike
145.5754943,138.3290816,133.5978954,60.48561224,61.14444293,63.62383366,-0.202353361,-0.165671414,-0.002196248,-0.546975355,-0.518258922,-0.506627925,nike
187.3264708,184.7984295,185.3493503,101.9745076,103.7348022,102.9867211,-0.887729417,-0.824722078,-0.828575982,-1.167572752,-1.28994818,-1.279356101,nike
203.6888353,206.6696429,209.7084861,90.26410777,84.02519751,78.87636962,-1.303737959,-1.300227578,-1.331980098,-0.181166899,-0.111728263,0.026359664,nike
237.5004584,237.5770488,238.4029018,50.9187168,51.02615535,51.34541247,-3.629467127,-3.633070471,-3.69052725,12.03214902,12.03684023,12.34629646,nike
212.8325295,205.6429369,223.9702248,77.1400351,80.24753522,63.28940369,-1.461523273,-1.174885231,-2.057981584,0.431066438,-0.324607774,3.008064969,nike
203.5628189,203.4915896,205.5794204,61.29696437,61.33519761,60.33538471,-0.951586131,-0.951785697,-1.064151014,-0.036772435,-0.022011518,0.330553445,nike
186.0402982,191.0751953,201.8095703,86.28359836,81.52434248,75.89121026,-0.678552203,-0.737671051,-0.985584193,-1.389857774,-1.261903346,-0.787762803,nike
173.3858618,173.1782127,170.36079,98.77219868,100.9880614,101.624898,-0.568361944,-0.585660911,-0.50949221,-1.598565966,-1.593691714,-1.661496506,nike
208.8335858,208.2729393,209.6658761,83.11258256,84.02345761,82.27238858,-1.355527402,-1.352715672,-1.363984946,-0.056408304,-0.066107534,-0.036909544,nike
230.507394,199.4948382,189.2707868,52.76802696,67.01920704,84.36108349,-2.404042831,-0.749457099,-0.985400737,5.034069553,-0.98213894,-0.507608018,nike
216.0444834,193.6475805,189.6548748,70.22090586,88.70779631,94.06348804,-1.840541704,-0.84497981,-0.802178441,1.947041998,-1.167650833,-1.305192531,nike
145.226124,143.1760403,138.373864,67.76937763,64.11197692,60.12751346,-0.983541066,-0.995281859,-1.000131713,-0.681628577,-0.61083832,-0.555120156,nike
129.9076052,126.4493583,126.6018614,67.68472127,66.77918425,67.70105306,-0.485101724,-0.439511993,-0.439195383,-1.21101584,-1.251759576,-1.273439419,nike
195.0543487,187.7674187,191.0227798,67.11565077,72.54127791,69.1353943,-0.656563804,-0.547351082,-0.573273126,-1.021915845,-1.167437102,-1.093388353,nike
130.6012038,142.0178372,149.7446588,74.80441948,59.94071613,57.20105654,-0.58363012,-0.961037369,-1.158917108,-1.352178233,-0.354718876,0.470784094,nike
171.5440649,169.5572585,170.469029,97.90461209,99.1999376,99.2110662,-0.451871123,-0.440633189,-0.445651348,-1.711084079,-1.712876033,-1.722952052,nike
122.9293686,113.430106,94.50209263,65.98953867,61.28133389,67.26522346,-0.339671991,-0.242365384,0.561445124,-0.961902457,-1.214543521,-0.476062398,nike
214.7327408,215.1319954,219.4423828,65.08219024,64.50766416,58.39640482,-1.948864172,-1.971025303,-2.28579102,2.236178086,2.346356749,3.966768646,nike
138.1780732,137.194595,138.3263712,110.8919328,111.6483906,110.3708691,-0.027682555,-0.026632718,-0.030034362,-1.913604303,-1.911267963,-1.900664593,nike
223.866749,229.1421197,226.7486647,47.92994552,42.4678674,45.05040788,-2.388374249,-3.445205971,-3.010561966,5.08262322,12.07583334,9.137539589,nike
135.8347417,124.7330596,130.7626555,109.9452697,108.143146,107.3926729,0.059964383,0.281297309,0.145539424,-1.919637698,-1.831277661,-1.860395517,nike
170.0463369,168.2997848,166.5227798,43.28655761,42.07932291,40.25665675,-1.386007876,-1.38865257,-1.268333364,2.122656373,2.437042661,2.740727367,nike
160.8655134,162.1519053,167.8740832,87.92969299,88.31625471,86.92934044,-0.212941609,-0.245798139,-0.324212627,-1.689764367,-1.690316122,-1.672543677,nike
187.6466837,179.013931,181.1925423,86.84003623,94.42090776,93.76513577,-0.923379856,-0.758337243,-0.792713592,-0.734795056,-1.120180422,-1.082592348,nike
83.24284518,116.5840641,140.1690051,61.24547339,40.25542883,55.44604735,0.410438345,0.122988328,0.223748255,-1.563133857,-0.650577686,-1.034475128,nike
164.2397561,167.2504385,171.0338409,97.09765966,94.0353738,91.27359919,-0.265114701,-0.285195372,-0.326665895,-1.83989252,-1.797253581,-1.746218311,nike
144.971879,147.8922393,152.5837054,104.3469932,102.1636926,98.75582746,-0.05558805,-0.056778446,-0.066746527,-1.890612853,-1.89755256,-1.89705716,nike
192.84375,209.5732223,226.3830915,96.40543115,73.59625954,55.19265059,-1.012374375,-1.301077918,-2.316669298,-0.837525214,0.221632562,4.768616119,nike
220.4771803,222.9404695,223.2454959,63.07562727,59.47138109,59.76196838,-2.408377871,-2.697538705,-2.764246904,4.156635038,5.788942428,6.140451903,nike
124.7785595,133.6160714,102.1118064,51.21036853,48.57144622,58.51256276,0.333802576,0.160440579,1.272644461,-0.607672523,-0.422966048,0.301639081,nike
