meanR,meanG,meanB,stdR,stdG,stdB,skewR,skewG,skewB,kurtR,kurtG,kurtB,kelas
138.0915776,137.8013791,140.5692761,103.7374998,104.2929827,102.8824377,0.130237044,0.125367353,0.105662693,-1.88992594,-1.894129869,-1.901692862,nike
212.3091916,219.3190968,228.2937659,78.80129413,70.24170017,60.86834673,-1.567334835,-1.957245251,-2.567602703,0.834754669,2.566046504,5.55252327,nike
39.99111129,38.01574458,42.09923071,54.98047616,53.35376383,53.10300808,1.804506742,1.779621406,1.851891251,2.423096451,2.461312573,3.184745509,nike
80.04502152,82.8109654,53.56461256,79.70061408,85.6625453,53.48974139,1.016439084,1.035779469,2.417620969,-0.838267621,-0.801661683,4.737055955,nike
172.2048988,181.3628428,210.4280134,84.94270564,75.08903411,51.00814596,-0.268155194,-0.303895315,-1.194715864,-1.787802901,-1.673391495,0.952425245,nike
113.1178651,109.3984973,117.8318917,78.67753349,75.8347786,75.50076723,0.170769212,0.24548156,0.312281939,-1.400486612,-1.37350442,-1.166264221,nike
195.6427575,195.1719149,195.6956114,83.66298302,84.63961118,85.31779158,-0.984069519,-0.994612706,-1.017253333,-0.78260376,-0.758915926,-0.719677858,nike
121.863082,118.7800343,115.2928492,75.97923569,71.96366997,67.74732786,-0.495975592,-0.499811981,-0.529184914,-1.527145744,-1.485510203,-1.421688459,nike
137.3851842,137.3112444,139.5347377,103.6648146,104.3466058,104.1972596,0.082270006,0.072021535,0.043276612,-1.871821605,-1.879398064,-1.895517861,nike
196.7899992,196.7645886,197.6394491,73.6197251,73.50328243,72.40657249,-1.556152803,-1.560920358,-1.599131285,0.743367465,0.769405288,0.913109975,nike
149.8711535,123.73864,119.5414939,43.1231514,68.55812809,69.20711346,-1.016032477,-0.637727064,-0.529978979,1.871199993,-0.94455424,-1.046560485,nike
206.3682039,206.4745097,210.6688257,70.12716197,69.65938926,60.27971343,-1.840053257,-1.834054472,-1.829815358,1.577763025,1.564019952,1.613616637,nike
129.694316,118.4968312,129.8427734,67.08424128,65.05344145,64.75795493,-0.423118259,-0.250612234,-0.198874426,-1.209449469,-1.495062079,-1.218844571,nike
186.8637994,178.5924745,179.6060666,96.54724398,98.28691622,96.88984678,-0.880775006,-0.714452777,-0.706590545,-1.07768865,-1.277251835,-1.291240648,nike
216.3340242,215.4947784,218.5464963,65.40707953,64.27782017,58.38536798,-2.056538193,-1.944307125,-1.987528607,2.460179615,2.091419821,2.320106133,nike
222.5597696,226.5765505,231.5036472,57.63938172,47.00623974,34.22366017,-2.515584397,-2.562337222,-2.744820996,4.943985046,5.493943057,7.85988391,nike
227.2501993,220.8924785,208.8236806,50.13642958,56.60935611,79.39723559,-3.147841557,-2.363939167,-1.854983596,8.873451976,4.435122574,1.598965043,nike
201.7065928,201.3995336,200.4277344,90.46299366,91.02466472,91.80339015,-1.212834706,-1.209073547,-1.175060256,-0.376411191,-0.391213425,-0.488065207,nike
113.6631457,106.9695671,98.23509247,101.6489046,98.41627955,97.25734076,0.404211162,0.595722252,0.877227971,-1.653649056,-1.372188019,-1.038436014,nike
166.8706952,167.9658203,170.427854,87.74066542,87.89925747,88.68748279,-0.463729562,-0.508538661,-0.599569842,-1.150617265,-1.10229497,-1.04577672,nike
211.5616629,214.402284,216.9554967,70.67324116,65.55001682,61.18968188,-1.820213566,-1.889418875,-1.965250316,1.583449248,1.901907031,2.266549714,nike
197.3916414,197.0600686,197.9008092,92.75545115,93.08345414,92.74020983,-1.118344258,-1.115748039,-1.120905742,-0.653820488,-0.659578354,-0.654031149,nike
197.0030293,195.8420759,193.2129106,75.74603491,76.9668944,77.32624537,-1.279032916,-1.260564892,-1.12969506,-0.253180104,-0.307157108,-0.594307808,nike
158.833227,153.3842474,147.876714,96.2777444,95.66288804,95.96679148,-0.192028857,-0.064414064,0.127513485,-1.790216681,-1.772516609,-1.835890445,nike
141.4593033,128.2452966,103.9132852,78.69842579,82.87438135,95.59935544,0.366961988,0.672144687,0.882342658,-1.194168826,-1.130184232,-1.103271495,nike
206.8457828,206.885782,209.2200255,69.98126723,69.75558962,67.31617557,-1.024716058,-1.019415082,-1.059738868,-0.548683588,-0.55334124,-0.468340953,nike
200.8400231,200.7351921,202.5333825,86.71078768,86.95817696,84.35911038,-1.047538408,-1.051202137,-1.065739307,-0.781381065,-0.771366186,-0.728800396,nike
147.7150231,133.3237404,128.7321429,48.96981246,48.08330778,53.592896,-0.17429691,-0.258410491,-0.211481199,-0.564074976,-1.075889076,-1.292416471,nike
201.2807916,202.6706593,205.8098294,82.25783017,81.85667742,80.56762258,-1.425450768,-1.465069354,-1.537807857,0.446762469,0.53496843,0.686772373,nike
153.1595783,132.9076252,129.1136998,44.08172689,66.51894786,66.90140267,-0.813583162,-0.767970021,-0.672094646,0.798589408,-0.648559539,-0.785430531,nike
145.4483817,154.6020807,176.1432159,68.03222396,57.41709153,37.5269612,-0.897792825,-1.032160875,-1.832096431,-0.724251622,-0.26678302,3.733890239,nike
115.597716,95.36236448,95.76594388,81.56316401,64.94933721,92.79584078,0.4254405,0.286131502,0.354919967,-1.114715976,-0.767161108,-1.461152806,nike
221.7829839,207.9393734,210.3034518,69.14231437,85.33339777,82.13989727,-1.98197474,-1.425353672,-1.467148289,2.294620949,0.201516116,0.354008024,nike
182.6065649,175.8865992,176.0316885,82.17041878,88.82161781,88.93318683,-0.508824831,-0.436858964,-0.442959393,-1.532614486,-1.651126067,-1.647468086,nike
229.2964764,226.0233777,229.6560507,55.51841421,56.74817794,50.81888188,-1.941788462,-1.716903005,-1.930808434,2.118882787,1.384240626,2.624441776,nike
173.5049825,172.4638273,168.9029416,103.2837274,103.5385978,105.8639169,-0.579765531,-0.547118584,-0.467301644,-1.548310598,-1.587827387,-1.708431923,nike
199.3436902,190.6871213,193.8751794,75.30735413,80.36269588,78.83025668,-1.095408078,-0.839487816,-0.882712981,-0.503733209,-1.035094305,-0.99199496,nike
141.9995217,139.18182,138.0313895,104.0603801,104.6765737,104.0598505,0.081408778,0.108557321,0.159951174,-1.88756892,-1.869580411,-1.864116992,nike
231.4711416,232.5916574,233.790617,37.36270792,34.42607999,31.87344754,-3.616948383,-3.721218868,-3.92998281,14.38060565,15.66188208,17.81290865,nike
8.06642618,11.11473613,10.174147,33.91185726,28.80465858,28.31531214,4.726872482,3.380123295,4.085736191,21.48415785,13.42549305,20.17183154,nike
207.5700733,207.7142459,209.2776228,70.01485237,69.48415194,66.74849766,-1.010915023,-1.007738135,-1.009849032,-0.684248208,-0.673649446,-0.636956015,nike
181.3966239,157.9726363,149.8978795,35.87713258,58.56019727,67.95083328,-0.799785074,-0.615062802,-0.117907247,0.909933525,-0.617078481,-1.171007636,nike
203.9296277,203.5060587,203.8783881,87.19102296,87.71592801,87.45189457,-1.242925262,-1.239375216,-1.241453453,-0.360652598,-0.369741296,-0.368101871,nike
135.0175582,133.3160077,131.5644133,104.5757736,105.3770739,106.575012,0.181506294,0.185115068,0.194118373,-1.864505496,-1.850649511,-1.847871769,nike
134.5130939,106.6530612,74.29013871,66.2734056,46.82973761,36.34564763,-0.383974925,-0.095028916,1.115977021,-1.168090627,-0.863953416,2.528044305,nike
190.378707,184.7897999,184.4031609,71.7097037,75.16395504,74.10559667,-0.615682237,-0.468568833,-0.440238147,-1.230012564,-1.459380491,-1.458283921,nike
171.5517379,172.149713,177.2836017,88.94696338,88.87764576,86.73453586,-0.468285236,-0.493380272,-0.588969191,-1.484719664,-1.446511657,-1.344789102,nike
220.7022082,209.8704959,211.3518216,58.5235885,78.81457969,75.35973441,-2.340497894,-1.877135682,-1.872030121,4.056882421,1.61433738,1.594899922,nike
100.7778221,98.2682956,94.05654098,75.34509958,74.97798255,65.66445737,0.432973664,0.46308431,0.542200909,-0.933308816,-0.970752558,-0.600158306,nike
215.6642419,215.8234016,216.5653101,70.13818081,69.81863465,68.32395616,-2.127787588,-2.129127895,-2.139647861,2.704204596,2.708624483,2.756765192,nike
206.884666,211.6141382,219.0333227,74.84652765,69.12471087,60.94967537,-1.211077044,-1.331180602,-1.634011464,-0.021879133,0.397352056,1.53744371,nike
159.7542052,138.606545,127.1830158,45.13127898,67.29426857,69.76091361,-1.067541498,-0.727634085,-0.576956271,0.856679754,-0.804717189,-0.907793473,nike
95.02578922,82.41591598,88.96805246,87.32448421,85.97844169,88.71448878,0.878877442,1.080327084,0.914582759,-0.730727234,-0.325890853,-0.665616941,nike
144.5942084,123.3863999,118.9229911,59.05430692,49.28889994,51.5312642,-0.503386804,-0.646786022,-0.104781547,0.081148249,-0.156146806,-0.363653978,nike
204.8240195,206.1228476,208.8431122,84.98301293,83.57148041,80.31602234,-1.247320086,-1.294378607,-1.331977518,-0.307588215,-0.160902787,-0.066997771,adidas
211.7145448,212.9890187,218.5445033,82.9140483,79.9929277,69.77858635,-1.602772351,-1.591051355,-1.684163522,0.714480425,0.697753257,1.150769049,adidas
232.2504153,223.9551951,211.5334359,14.64580263,34.52305649,67.13978712,-6.319110865,-2.875902245,-2.234153051,51.44512501,7.928332309,3.32779913,adidas
168.9389349,156.7861527,188.7904775,62.51042816,56.80002442,54.72978545,-0.582411856,-0.269581096,-0.71786983,-1.031161074,-1.04516733,-0.74769283,adidas
140.0409558,145.7874083,142.3783881,79.53714492,75.62677769,74.85002063,-0.48050799,-0.599577378,-0.506492745,-1.116891745,-0.839170547,-0.893014291,adidas
143.9830397,134.7362683,131.5332231,53.00591744,50.9700779,51.04417367,-0.753913339,-0.574514017,-0.319392525,-0.482484655,-0.47814044,-0.265429573,adidas
183.4374203,175.8910635,171.659957,63.25603404,64.82738046,62.30327685,-0.886977881,-0.677025615,-0.418281249,0.178184054,-0.452792017,-1.134371386,adidas
111.7499801,94.00599888,71.39528858,83.63658729,72.96508701,58.25931169,0.450634676,0.707077284,1.068189811,-1.200757207,-0.627517322,0.473045669,adidas
163.3832709,166.2923908,172.2426658,67.67373038,63.51058976,53.77958357,-1.24716089,-1.204160283,-1.10696422,0.064432562,0.034903305,0.094194653,adidas
145.2054169,143.2253069,141.4378986,49.98810162,50.29704294,51.21083708,-0.712737316,-0.777679632,-0.655704331,0.906856994,0.940839488,0.764920296,adidas
165.074717,166.5992905,175.1023796,92.32210932,91.6314934,86.21687209,-0.484222086,-0.497802593,-0.55933047,-1.470809191,-1.46393708,-1.425505865,adidas
120.2370655,122.7646684,119.6926818,80.37843556,78.57184142,82.50902919,0.326280762,0.292645438,0.421487838,-1.3775085,-1.358635872,-1.417416183,adidas
168.9389349,156.7861527,188.7904775,62.51042816,56.80002442,54.72978545,-0.582411856,-0.269581096,-0.71786983,-1.031161074,-1.04516733,-0.74769283,adidas
186.0003986,144.4547991,49.29432398,81.98951696,61.63810614,75.14459799,-0.906860008,-0.719958099,1.58069148,-0.975094217,-0.75919895,1.06021086,adidas
183.4374203,175.8910635,171.659957,63.25603404,64.82738046,62.30327685,-0.886977881,-0.677025615,-0.418281249,0.178184054,-0.452792017,-1.134371386,adidas
225.9140625,222.4014868,221.825295,29.38720621,34.8444381,34.95860302,-4.180773619,-3.197461795,-2.947676325,20.5103612,11.07279212,9.692615131,adidas
111.7499801,94.00599888,71.39528858,83.63658729,72.96508701,58.25931169,0.450634676,0.707077284,1.068189811,-1.200757207,-0.627517322,0.473045669,adidas
163.3832709,166.2923908,172.2426658,67.67373038,63.51058976,53.77958357,-1.24716089,-1.204160283,-1.10696422,0.064432562,0.034903305,0.094194653,adidas
145.2054169,143.2253069,141.4378986,49.98810162,50.29704294,51.21083708,-0.712737316,-0.777679632,-0.655704331,0.906856994,0.940839488,0.764920296,adidas
170.6129624,161.2420281,162.986946,65.89687968,72.62465654,69.63788364,-0.995288414,-0.86282048,-0.819484328,-0.34178084,-0.726883501,-0.777896306,adidas
228.7349729,228.2679568,229.9035993,40.81661289,41.51043048,40.6315283,-1.580483779,-1.571557959,-1.662308427,1.307621927,1.252569073,1.509355461,adidas
203.6951531,196.9682119,196.7801539,42.57568316,48.5177007,57.65551802,-1.816449679,-1.657315854,-1.424361956,3.685512153,2.296487358,0.899209426,adidas
134.2964166,142.9655214,157.0289381,63.30363068,57.14908943,46.81477593,0.29626924,-0.190641903,-0.848028277,-1.014832095,-0.641329616,0.433007161,adidas
209.7783801,208.1983219,218.2109176,64.02550973,64.52788765,52.18763077,-1.604626531,-1.438198765,-1.72490654,1.592098711,0.930806348,2.439984044,adidas
94.70607462,84.78324298,84.87796955,63.00336919,46.98996543,40.12977588,0.994113685,1.397494942,1.704080861,-0.449377953,0.864771054,2.26879488,adidas
224.9918288,227.7329002,230.7316845,50.79903567,48.0640343,44.85131524,-2.475791813,-2.602822487,-2.723458501,6.262876828,6.838449149,7.352012037,adidas
111.5655692,109.5660475,104.7644093,67.11640286,64.37990853,67.35798731,0.401470667,0.508037895,0.631171751,-1.426736861,-1.230723312,-1.131160191,adidas
86.50749362,81.52961575,83.91177057,57.08055532,51.08250067,51.88537985,0.541963998,0.800031334,0.85011629,-0.305678901,0.743011214,0.822235181,adidas
121.4700853,104.3444077,87.88307159,65.00014305,55.66567986,50.1981491,-0.345355088,0.011777326,0.755136573,-0.911685345,-0.213252683,1.365912982,adidas
176.3410395,174.7897003,179.754823,56.76349909,57.39018929,56.37934071,-1.230228591,-1.11823678,-1.099015823,0.384972478,0.066125438,0.086840862,adidas
214.2686344,215.7274195,217.0701132,71.18273965,68.48987066,64.72815249,-1.665600687,-1.612118003,-1.538011102,1.160932742,0.949814684,0.680311305,adidas
165.2670799,157.2985092,154.556262,78.74419923,77.59021824,73.72330176,-0.598822531,-0.397668805,-0.254797847,-0.965619513,-1.080988149,-1.102268644,adidas
123.0492267,130.7692722,145.9243662,82.89832725,78.60548596,71.91274242,0.261222716,0.258706883,0.259834834,-1.828559878,-1.814791746,-1.768795602,adidas
134.7244699,145.3774713,172.7151228,107.0030483,98.47452562,80.38605308,0.133341284,0.078719901,-0.327646935,-1.828013346,-1.771469989,-1.280499627,adidas
176.2495815,180.6546357,184.8722098,93.60902959,89.1846379,87.00078581,-0.734979011,-0.834636846,-0.957324455,-1.245634757,-0.98247297,-0.748240281,adidas
146.2436025,166.6064453,128.7652065,66.12958762,71.14216709,66.50763118,-0.582845427,-1.039577373,0.334290473,-0.394338795,-0.272031021,-0.652689257,adidas
155.8035116,153.1052695,151.2256657,59.62817496,60.02026091,59.25231313,-0.33850494,-0.286115465,-0.238530287,-0.48647522,-0.551432156,-0.54615975,adidas
149.0392219,157.8719906,146.3717315,65.87633582,68.66571288,73.80351343,-0.735575972,-0.727461171,-0.359525057,-0.870659718,-0.839609294,-1.242511492,adidas
232.7908562,199.7550024,196.2411711,34.02187337,56.0441879,61.87140054,-3.869383724,-1.003846738,-0.852860566,17.18115844,-0.018662192,-0.681744337,adidas
114.5117985,119.6329919,98.38227439,74.06946829,85.0653008,67.07708663,-0.045210317,-0.114839519,0.062553037,-1.484884331,-1.595804664,-1.243243635,adidas
155.9621333,149.7641901,156.3134367,88.68875079,92.33782709,88.5254036,-0.066781502,0.009562603,-0.058410097,-1.72170661,-1.750220627,-1.720269643,adidas
242.1634845,213.9815649,213.0191526,27.44936997,76.60919468,77.87725752,-2.631904594,-1.532530624,-1.511695483,7.278259923,0.568340237,0.490434661,adidas
121.0296755,144.8036113,144.5824697,80.75720291,53.54151858,54.69134657,-0.217666865,-0.644909566,-0.342740817,-1.513286578,-0.163751292,-0.35928211,adidas
209.9253029,211.1347656,215.1566287,62.31896869,60.52217847,56.23140744,-1.289135029,-1.246659862,-1.462372952,0.346619486,0.1677644,1.10143943,adidas
125.9329959,125.1591398,124.7238321,90.0883321,90.17939271,90.13998889,-0.022277682,-0.008517812,-0.000647937,-1.698667153,-1.700051115,-1.695183344,adidas
120.1205756,85.35756138,75.92163584,95.34438499,60.58225797,58.5756807,0.2748399,0.552235022,0.981711676,-1.567772266,-0.680604514,0.023343468,adidas
112.7359495,113.0138911,115.7040617,95.31602731,95.62727248,94.78011406,0.427449983,0.438630399,0.44904917,-1.678760441,-1.676661829,-1.672030731,adidas
130.0292969,143.8868981,162.4843551,78.69114066,71.01341252,69.75090487,-0.167419082,-0.254836557,-0.570764476,-1.359770819,-1.189124633,-0.964538918,adidas
170.3816566,166.5402982,163.0043646,82.072436,77.78434948,73.12186186,-0.627987682,-0.467182199,-0.350996089,-1.148619142,-1.226344548,-1.211985546,adidas
194.0276228,193.0325056,194.3820751,73.92158968,75.74824168,76.9156954,-1.004676976,-0.982571884,-1.00514599,-0.437984984,-0.561990819,-0.595602705,adidas
159.9181481,156.8870576,157.4637077,90.45997056,92.2359399,92.2714932,-0.105751868,-0.05441937,-0.047848032,-1.812226601,-1.840354281,-1.857596768,adidas
165.279536,162.8767339,165.0972377,93.90532257,96.18975248,96.59072413,-0.303939197,-0.290199637,-0.370359196,-1.753654763,-1.773295948,-1.707090575,adidas
144.1342873,143.3993543,143.7959184,101.9801551,101.5078921,99.74864478,-0.024343675,-0.017901924,-0.003977312,-1.887692328,-1.882199554,-1.877730731,adidas
138.3056641,134.6086575,151.7408522,73.41361355,71.79058563,64.47057827,-0.153478765,0.006294029,-0.328561535,-1.477068565,-1.525345322,-1.296298478,adidas
160.5712492,154.318479,163.4500558,93.46233558,86.32357119,78.43363435,-0.310579164,-0.155721971,-0.464377518,-1.637943189,-1.699569398,-1.285755248,adidas
87.02104592,73.31909678,76.9540617,49.83330707,39.36127067,43.14612511,0.034747745,0.515083469,0.966889128,-0.366391442,0.37497834,0.808107725,adidas
177.8370735,119.4362245,148.3220265,62.81394541,97.75080676,80.33891047,-0.711176616,0.284179417,-0.023372047,-0.743317643,-1.767953928,-1.570419404,adidas
209.5865155,210.3976802,212.0074139,84.38473777,83.81646135,82.43952363,-1.675473335,-1.696812613,-1.728749181,1.074710224,1.137620861,1.229653462,adidas
209.3099091,205.1551738,204.5786432,72.67905445,77.20823275,78.76129931,-1.261001537,-1.130134458,-1.156311323,0.035189612,-0.373296407,-0.327947136,adidas
171.4978874,129.2296118,118.9291494,67.93545026,67.70855084,69.48848205,-0.800942429,-0.36351174,0.013197093,-0.695402021,-1.394904927,-1.501570987,adidas
125.0588728,106.5179369,88.87890625,76.57569416,73.30264701,71.85228127,-0.29545266,-0.107253198,0.134880951,-1.4444097,-1.483204416,-1.42699336,adidas
219.0293168,221.4958745,226.1572465,72.98782675,67.96449379,58.41402032,-1.77428326,-1.775847252,-1.788554798,1.371189227,1.395087096,1.515084769,adidas
156.3275271,154.0468351,157.3622848,81.05739822,83.84465623,82.03536814,-0.275075644,-0.292159525,-0.346526766,-1.295026477,-1.309527862,-1.23760061,adidas
203.9823422,201.4438576,201.040896,73.50081296,75.73360864,76.06463649,-1.744030932,-1.628065734,-1.612083228,1.243535436,0.829310029,0.774122487,adidas
174.5410953,173.8828524,174.1133809,97.14974241,97.91582201,97.77111173,-0.568143018,-0.564367622,-0.569075581,-1.47552412,-1.487851576,-1.48555664,adidas
214.2345145,214.4122887,216.7203045,79.84578461,79.05015381,75.01858597,-1.636264346,-1.633242111,-1.666755288,0.861150412,0.867877434,1.040844376,adidas
204.1683076,205.4216358,209.41761,70.52563949,65.18613549,57.87454224,-1.835385973,-1.795981623,-2.059700484,1.69853797,1.664826972,2.866980072,adidas
148.2298111,144.7426658,142.432956,96.55033907,98.91885905,100.9266572,-0.034521089,-0.005146862,-0.005837878,-1.806469217,-1.822770727,-1.825856782,adidas
181.5330038,183.0766103,189.2028659,89.05398806,89.46841637,88.6617827,-0.78742171,-0.811252306,-0.862358703,-1.19424533,-1.179973887,-1.144839742,adidas
149.3006417,149.1034957,157.2573541,97.67815661,98.06840724,92.96197506,-0.151785851,-0.155438572,-0.219071013,-1.725432985,-1.725432452,-1.70654007,adidas
171.4266781,173.0244141,172.4771006,104.3640753,102.9732372,103.79797,-0.592624709,-0.613480058,-0.611026775,-1.534359372,-1.499818391,-1.509171833,adidas
212.0877312,219.2489836,224.0852599,87.72907103,73.83568052,62.36036558,-1.774009801,-1.796934989,-1.803021305,1.263779549,1.380333727,1.568234576,adidas
202.9065489,203.6822385,203.6794683,90.08141832,89.27787149,89.55426465,-1.346211267,-1.366154765,-1.362216984,-0.048890058,0.012721813,-0.006978696,adidas
156.9296277,152.3742028,149.0009168,102.1619445,104.1310962,106.4269555,-0.293247923,-0.181785944,-0.127910011,-1.708727447,-1.815279183,-1.879874908,adidas
216.5950454,218.2676379,219.5420121,68.75009983,67.90675214,66.81389831,-1.80885426,-1.891560268,-1.957659023,1.95143834,2.231362038,2.509586418,adidas
201.035515,198.266761,196.4666175,90.33998755,93.30948849,95.54777733,-1.186071307,-1.10456848,-1.072134906,-0.437208702,-0.674838102,-0.776516242,adidas
152.0793607,152.6128627,156.6500319,99.18428646,99.5945062,99.42769735,-0.250295195,-0.268027502,-0.33740821,-1.684137119,-1.687052752,-1.686905691,adidas
220.2830238,217.4121094,216.9866669,76.24127137,78.74073333,79.57194554,-1.892795877,-1.75576521,-1.7381952,1.735470077,1.243510218,1.157128437,adidas
125.7913544,126.0793806,132.4314413,62.08746195,51.73678431,44.36765761,-0.333207636,-0.056477947,0.15547035,-0.602384064,-0.848295958,-0.547249235,adidas
198.3526586,197.9321987,197.4917092,74.65697688,75.36539173,76.09604818,-1.555854174,-1.552845891,-1.55013724,0.700658782,0.6874311,0.678901215,adidas
72.43335459,76.97644292,59.83731266,52.51409727,61.33798998,61.76330089,0.757821224,0.814602196,1.409994122,0.285297184,-0.171969433,1.018259276,adidas
211.8311743,221.7222377,229.5347377,86.69782932,65.18631617,50.05952043,-1.738718223,-1.690638554,-1.865020743,1.209924901,1.174900242,2.339881134,adidas
183.0373343,208.6761376,200.929761,52.24934259,62.30047588,54.7874496,-1.683199011,-1.60647993,-1.798161176,2.470332849,1.634032254,2.379091052,adidas
70.7080676,99.10722258,114.3962452,80.80556847,72.46355704,66.35169831,0.946383739,0.776990514,0.909774399,-0.441464522,-0.689132319,-0.586493916,adidas
128.4421237,74.50023916,77.75027902,40.76879622,37.07547492,27.68206091,-0.641719122,0.467229028,1.112771061,0.062483762,-0.535072629,2.879866392,adidas
8.356126435,8.905672034,10.16495934,24.21122924,27.20512805,28.44748985,3.971986576,4.578596569,3.832638643,18.41141471,25.10900817,17.08173604,adidas
145.6039939,124.4653819,106.1776746,63.86314916,59.53028296,57.22172728,-0.834681013,-0.395736071,0.277639576,-0.415667573,-0.601789588,-0.294555734,adidas
219.4266582,212.5917969,218.2046197,40.16296624,49.41239768,61.66513868,-2.336378809,-1.731070929,-1.871431415,5.946181785,1.507357638,1.87599196,adidas
106.6114078,106.4333945,113.6774952,65.46615543,58.98797422,57.76001189,0.428798819,0.584452835,0.684389332,-0.524838651,-0.236934096,-0.081727421,adidas
223.5101842,202.8683036,209.1327527,41.01243599,73.0630357,65.07055793,-0.96190601,-1.087424648,-1.116528208,-0.439642286,-0.500176403,-0.431450047,adidas
226.6501714,227.5138712,229.7168567,31.87625625,32.07976085,31.43540738,-3.834534684,-3.824333683,-3.928844324,14.69917118,14.60524694,15.56348492,adidas
228.5152663,219.7348533,222.5063776,23.66285044,50.93468451,48.95120166,-4.296730087,-2.997737251,-2.986566896,23.14241875,7.463583244,7.413054212,adidas
229.3855429,230.9353675,233.5705716,32.05527523,29.59573202,30.23959849,-5.012789203,-5.238126038,-5.159839289,24.27819476,27.54268703,26.72721418,adidas
195.8119619,189.8082549,190.5604871,91.84843592,94.34745005,92.73943372,-1.093271586,-0.934968965,-0.903510013,-0.67214106,-0.967390362,-1.037192767,adidas
131.8628627,137.4703245,142.2078484,101.8366963,92.63721184,85.03074588,-0.278269464,-0.257535618,-0.246633689,-1.814862521,-1.808563632,-1.795329332,adidas
192.0473334,166.351423,164.3407605,89.59644486,88.62769787,86.38362953,-1.073597862,-0.450085783,-0.362142446,-0.64574759,-1.408783402,-1.497235432,adidas
33.92733578,35.26514668,34.96837133,63.15502372,64.06691599,63.32327463,1.855267855,1.770546405,1.763490688,2.212725229,1.879884656,1.864353808,adidas
181.3672473,181.5249123,183.8538345,85.32224025,86.24129061,85.50286939,-1.041439516,-1.023834815,-1.012872483,-0.809991781,-0.849833996,-0.876819377,adidas
132.8545918,130.4070472,129.5799785,104.2376608,106.123992,106.8110945,0.264442641,0.269150064,0.264658182,-1.858567747,-1.859814139,-1.857680731,adidas
149.9856704,146.657665,143.1840721,66.94013057,68.63133496,72.11975186,-0.265376454,-0.26166174,-0.157738602,-1.105690679,-1.129502144,-1.230388364,adidas
230.0932916,231.6260563,233.9160356,24.64603139,21.94851109,20.11878056,-5.112963681,-4.951330072,-4.937915674,29.0605867,28.22016282,30.11298631,adidas
154.6966877,148.5748166,128.8163265,80.91348125,83.34814054,96.77883283,-0.619632165,-0.436960369,-0.128705257,-1.219073136,-1.48428335,-1.803489481,adidas
227.1228874,227.9015466,229.8428133,36.34402892,36.5969998,36.71883257,-4.570539945,-4.558997824,-4.558081402,20.24466869,20.15378758,20.17493119,adidas
234.8964445,234.7521724,234.6203563,8.629148946,11.33523661,18.41942925,-8.970743688,-6.570043937,-4.901409986,113.3776977,59.45232461,26.40551683,adidas
230.65908,231.2408921,232.9285515,18.35371628,19.8343614,20.06598989,-4.894246496,-5.095246464,-4.968088748,30.57070703,32.87252745,31.35733685,adidas
187.7910356,188.7466518,190.8322903,90.47467388,89.17237622,86.2942643,-0.703168115,-0.708358339,-0.71644055,-1.348672259,-1.324863785,-1.2872183,adidas
230.5794802,228.4993622,231.318738,18.81791115,31.05718577,29.9912779,-5.504207002,-4.765481286,-4.835694507,38.50560871,22.94130867,23.37202925,adidas
108.6827766,149.3494499,165.9299067,65.26297797,57.60939965,60.64618267,0.353246883,-0.983779618,-1.252442235,-0.494606641,0.404906871,0.617777138,adidas
127.7649474,124.1890346,118.6124442,63.71498322,63.97481618,67.0232243,0.052020906,0.092554639,0.099350335,-0.985854495,-0.895649737,-1.096614266,adidas
218.8547313,220.1758012,224.0214246,50.94058346,49.76064926,44.02406776,-2.886178122,-2.878541998,-2.871636713,6.61026514,6.579516914,6.623573061,adidas
219.3572026,220.989497,224.6180046,49.11727997,46.9000115,42.28465554,-2.810899291,-2.781860393,-2.798995182,6.168887016,6.015645474,6.227171381,adidas
232.8367746,233.0123764,235.4329959,14.8761329,17.58878677,15.53531964,-7.236952157,-6.431617328,-6.866847735,63.98024921,48.60867643,58.33204794,adidas
224.5221421,225.5671636,228.0248326,34.77395671,35.00190116,34.82528626,-3.499958233,-3.511740008,-3.554212491,12.19192815,12.22276547,12.54582228,adidas
75.70376276,56.42350925,47.51241629,44.78151563,36.86408262,30.8532035,2.004533442,1.70797996,1.719799431,4.961322983,5.156344089,5.75355633,adidas
148.8527583,153.5765306,145.3436504,43.54077343,44.10939395,47.35323001,-0.460304861,-0.467446221,-0.34109935,0.872258371,0.864998424,0.243450571,adidas
78.51662149,78.9863082,82.16762994,68.80045316,64.17083914,64.17505932,1.369878932,1.349800748,1.202037919,0.936396116,1.431101948,1.093219868,adidas
219.8703763,218.444037,216.2347138,66.55513321,68.63298292,69.85165911,-1.907775958,-1.884517045,-1.811942115,1.950174916,1.86067624,1.647441673,adidas
197.0459184,196.5553452,198.0581154,73.03720394,75.3884348,76.20125451,-1.458896488,-1.421795679,-1.417582133,0.325740224,0.169902652,0.151714047,adidas
125.9383371,135.7262835,163.9719388,93.64442431,87.74567742,72.32808618,0.200000955,0.11229644,-0.320103646,-1.797347223,-1.731646976,-1.346433266,adidas
112.0398996,115.5072146,117.4797911,33.40748048,37.37194745,44.33087269,0.68530401,0.902609233,0.954809235,2.852291434,1.251987618,0.933520227,adidas
215.479532,216.0125957,218.046297,49.28132117,50.19810405,50.0590801,-2.482781758,-2.44236149,-2.430261435,5.457406575,5.173955302,5.076814792,adidas
